News,sentiment,label
"Dec. gold jumps $27.30, or 2.1%, to settle at $1,354/oz",1,positive
Gold sees highest close since April after weak jobs report,1,positive
gold ends lower for a second-straight session,0,negative
gold prices close lower for a second session,0,negative
Gold futures score best monthly gain since June,1,positive
"Gold prices mostly steady in Asia as investors eye Greece, U.S. data",,neutral
gold futures up 0.87% on global cues,1,positive
"Spot Gold trades lower in Jaipur, Chennai market",0,negative
"india gold hits record high on global markets, rupee",1,positive
gold trades higher after three straight losses,1,positive
gold steady as investors look for rate hike clues from fed,,neutral
"dec. gold touches intraday low of $1,771/oz",0,negative
gold ends modestly higher on safe-haven buying,1,positive
"gold declines on reduced offtake, weak global cues",0,negative
"gold hits 1.5-yr. low below $1,200; fx turmoil no support",0,negative
gold futures fall in evening trade,0,negative
"gold, silver edge lower ahead of u.s. durable goods report",0,negative
"Dec. gold climbs $7, or 0.6%, to settle at $1,290/oz",1,positive
"gold ends at six-week high on disappointing data, dollar",1,positive
gold slides as traders look ahead to jackson hole speeches,0,negative
"gold prices, shares drop",0,negative
ig : is the gold price heading higher?,1,positive
"February gold falls $7.20, or 0.7%, at $1,183.20/oz.",0,negative
gold futures dip below 26k level,0,negative
"april gold down $13.60 on day, ends at $1,338.20",0,negative
Expect Gold prices to trade positive: Sushil Finance,1,positive
gold hits 2-month low as dollar gains ahead of us jobs data,0,negative
"philadelphia gold/silver index ends at 106.8, up 1.2%",1,positive
"August gold down $8.50, or 0.7%, at $1,266.90/oz after $1,263.70 low",0,negative
Gold Prices Move Higher Ahead of Fed Statement,1,positive
april gold closes higher for first time in five sessions,1,positive
gold gains slightly in asia with china demand in focus,1,positive
"june gold down $6.70, or 0.6%, to settle at $1,192.60/oz on comex",0,negative
gold futures mark second day of losses,0,negative
"gold edges lower on weak buying sentiments, global cues",0,negative
Gold edges down a few cents from their settlement level after Fed Beige Book,0,negative
coins : gold & silver eagle sales drop sharply due to central bank intervention,0,negative
"Gold steady as dollar rally cools, yen's gain supports",,neutral
india's 2013 gold imports to fall to 550 tonnes: trade body,0,negative
"Feb. gold settles at $1,196.20/oz, down $3.60, or 0.3%",0,negative
"gold holds near 1-week low ahead of u.s. data, more fedspeak",0,negative
gold up nearly $20 to settle at highest in a month,1,positive
"dec. gold up $16, or 1.2%, at $1,363.50/oz. after economic data",1,positive
Gold prices pare some of their earlier gains,1,positive
Gold futures hold modest loss after strong private-payrolls report,0,negative
june gold closes at highest level since feb. 28,1,positive
"june gold falls $7.10, or 0.5%, to $1,553.90/oz",0,negative
"amex gold bugs index falls 0.6% on day, down 6% on wk",0,negative
dec gold closes unchanged at $437.70/oz in ny,,neutral
"Gold extends losses, down Rs 200",0,negative
"gold futures close lower, tally 4.6% loss in four sessions",0,negative
gold glitters on stockists' buying,1,positive
"august gold drops $30.80, or 5%, to $580.50/oz in ny",0,negative
"Gold stuck in narrow range, looking for escape route",,neutral
"Gold futures rise to Rs 28,237 on positive global cues",1,positive
gold loses more ground in electronic trading after fed move,0,negative
gold futures rally 1.6% as dollar falls sharply,1,positive
"gold struggles below $1,100 on december fed rate hike talk",,neutral
"gold prices up in asia after fed chief views, japan, china shut",1,positive
gold futures end the week almost 6% lower,0,negative
gold etf holdings plunge to lowest level since march,0,negative
gold slips as fears ease over us-china trade conflict,0,negative
gold prices: mcx goldpetal june contract trades lower,0,negative
"gold touches new high of rs 29,440 on seasonal demand",1,positive
gold holds steady on fed's patient stance on interest rates,,neutral
gold gains accelerate; up $19.70 at $1220.5/oz,1,positive
mitsubishi : gold prices mark highest january opening since 2013,1,positive
Gold settles higher for first time in three sessions,1,positive
"gold eases after strong rally, fed eyes fewer rate hikes",0,negative
august gold down $3.20 at $651.50 an ounce on nymex,0,negative
"Gold little changed, US non-farm payroll data in focus",,neutral
Gold prices settle at lowest level in more than 2 weeks,0,negative
"gold ends lower, but other metals settle higher",0,negative
"Gold marks highest finish since early June, up more than 2% for the week",1,positive
Gold near 11-month high as stimulus set to boost demand,1,positive
gold posts lowest close in over two weeks,0,negative
Gold stabilises as dollar pulls back from 13-month high,,neutral
Gold ends at a nearly 3-month high as dollar weakens,1,positive
aug gold falls 60c to $420.40/oz in ny,0,negative
"gold slips on sluggish demand, weak global cues",0,negative
Expect Gold to trade negative: Sushil Finance,0,negative
Gold rebounds after 2-session drop to lowest since mid May,1,positive
gold prices continue to slip after overnight tumble,0,negative
broader trend in gold to remain positive; dip in prices a good opportunity to buy,1,positive
Gold near multi-year lows as US data supports rate hike view,0,negative
gold may touch 4-year high on `gentle' fed,1,positive
gold falls 1% on europe woes; platinum slides,0,negative
"gold futures climbs to record high at rs 30,720 per 10 grams",1,positive
"metals focus : gold price to reach $1,450 before year end",1,positive
gold prices mark third-straight session climb,1,positive
"gold, silver decline on easing demand, weak global cues",0,negative
correct: august gold ends down $3.30 at $964.20,0,negative
"Gold ends near 3-month low, down 1.8% for the week",0,negative
feb. gold closes at its lowest level since late october,0,negative
"Dec. gold tacks on 40 cents to settle at $1,318.20/oz",1,positive
Gold holds ground at 1-month low on hawkish Fed comments,0,negative
gold bounces off seven-week low,0,negative
dec. gold up $1.80 at $595.30/oz after $598 high,1,positive
comex gold adds to gains as ukraine tensions intensify,1,positive
"Gold prices fail to hold above key $1,300 level",0,negative
august gold last down $2.40 at $665.90/oz,0,negative
Gold ends higher as Trump disbands 2 White House advisory groups,1,positive
gold futures end the week 1.4% higher,1,positive
gold may move towards &#36;1710-1720/oz: emkay comm,1,positive
"Gold prices slip as trade, emerging market worries lift dollar",0,negative
june gold last down $1 at $571.20/oz in electronic trading,0,negative
gold hits seven-week high as worries over china hurt stocks,1,positive
"August gold gains $2.50, or 0.2%, to settle at $1,221.70/oz",1,positive
gold futures close at a six-month high above $670,1,positive
"Gold turns lower after Putin comments, Yellen testimony ahead",0,negative
gold posts loss as fears resurface about europe,0,negative
Gold futures finish at highest level in two weeks,1,positive
gold gains as dollar slips ahead of trump-putin meeting,1,positive
World Bank forecasts 2017 average oil price of $55; gold prices set for 8% fall this year,0,negative
"aug. gold futures fall $9 to close at $1,377/oz.",0,negative
gold futures rise for a third session,1,positive
Gold futures surrender early gains on global cues,1,positive
"gold plunges more than $30 an ounce, amid strong u.s. jobs data",0,negative
Gold futures slide on weak global cues,0,negative
gold prices re-approach 1-year high after ism services data,1,positive
"gold rises $7 to settle at $1,251.70 an ounce",1,positive
"gold hangs above 2016 low despite btc (now in bitcon futures), brexit deal,tax bill, and fund pukers",0,negative
Gold futures settle at lowest level in a week,0,negative
"gold soars above and beyond $1,300 an ounce",1,positive
"gold climbs, closes back above $405",1,positive
sprott gold report : gold resilient despite market volatility,1,positive
"april gold down $2.70 on day, ends at $1,239.80/oz",0,negative
gold futures rise on festive demand,1,positive
gold trades flat as dollar falls on slowdown in gdp in q2,,neutral
"Gold, silver dip further on weak demand",0,negative
"Gold futures jumps to Rs 26,607 on firm Asian cues",1,positive
"spot gold quoted at $414.40, down 10c from new york",0,negative
gold futures suffer a 7% loss for the week,0,negative
crude advances; gold slips more than 2%,0,negative
Gold ends at a nearly 2-week low as U.S. stock indexes trade in record territory,0,negative
gold settles lower for 6th loss in 8 sessions,0,negative
gold see biggest weekly gain in five after korean purchase,1,positive
"december gold trades $13.40, or 1%, lower at $1,289.60/oz.",0,negative
"Gold futures at record high of Rs 22,844/10 gm",1,positive
Gold futures mark first gain in three sessions,1,positive
"Gold futures move up to Rs 31,306 per 10 gm",1,positive
"Dec. gold down 60 cents, or less than 0.1%, to $1,278.40/oz",0,negative
gold futures turn slightly higher on comex,1,positive
Gold holds lower after PCE report,0,negative
"February gold slumped $9, or 0.7%, at $1,203/oz.",0,negative
Gold prices pare much of their gains by the session's settlement,1,positive
gold futures gain rs 141 on global cues,1,positive
"dec. gold up $25 on day, settles at $1,395.80/oz",1,positive
"gold gains rs 25 on wedding demand, global cues",1,positive
"correct: gold falls 0.4% on day, up 1.6% on week",0,negative
india gold buying retreats as prices hit 1-wk high,1,positive
Gold futures finish at a more than 3-month high,1,positive
gold edges up from six-month lows as the dollar slips,1,positive
"gold settles 0.9% higher at $1,678.30 an ounce",1,positive
"Gold futures decline to Rs 26,981 per 10 gm",0,negative
december gold down $13 to $904.50 an ounce on nymex,0,negative
Gold gives back gains as dollar regains footing on soft European data,1,positive
amex gold bugs index scores another record,1,positive
Gold notches two-week high on expectations Fed will lift rates slowly,1,positive
Gold erases weekly gain as prices drop after ECB decision,1,positive
gold prices up in asia ahead of u.s. holiday,1,positive
gold near 4-month low; set for worst week since june,0,negative
gold ends lower for second day,0,negative
metals shares ease back as gold futures fall,0,negative
gold snaps losing streak with 0.8% weekly gain,1,positive
Gold futures end at 2-week low after flood of U.S. data,0,negative
gold heads for sixth-straight session decline,0,negative
gold holds near two-week low as brexit odds ease before vote,0,negative
gold extends loss into second session,0,negative
"Profit-taking pulls gold futures down to Rs 26,735 per 10 gm",0,negative
"gold futures up $10.80 to $1,426.90 an ounce",1,positive
goldguinea prices gain 18% in september series so far,1,positive
gold drops 1% after taking out key support,0,negative
aurico gold plunges 19% on mining update,1,positive
gold maintains modest gains after u.s. ism data,1,positive
"august gold closes at $882.30/oz, down $9.30, in ny",0,negative
"Gold futures up at Rs 26,793 on global cues",1,positive
"dec. gold settles at $1,155.90/oz on comex, up $11.60, or 1%",1,positive
gold trades lower after two record-high sessions,0,negative
"Gold futures rise to Rs 30,952 on firm global cues",1,positive
Gold futures settle lower ahead of FOMC minutes,0,negative
"gold retreats, still 1% higher on week",1,positive
Gold futures gain less than 0.1% for the week,1,positive
"june gold ends the week with a $6/oz, or 1%, gain",1,positive
"Gold hits 6-week high of Rs 29,450 on global cues",1,positive
oil inches up; gold flip-flops after record,1,positive
